id,Prof,Ram,Dhananjay,Guru,Ashutosh,Gold
RossMaciejewski--VioletSyrotiuk,N,N,N,N,N,N
RossMaciejewski--HanghangTong,N,N,N,N,N,N
RossMaciejewski--KurtVanLehn,N,N,Y,N,N,N
RossMaciejewski--JReneVillalobos,N,N,N,N,N,N
RossMaciejewski--SarmaVrudhula,N,N,N,N,N,N
RossMaciejewski--ErinWalker,N,N,N,N,N,N
RossMaciejewski--CaroleJeanWu,N,N,N,N,N,N
RossMaciejewski--TeresaWu,N,Y,Y,N,N,N
RossMaciejewski--GuoliangXue,N,N,N,N,N,N
RossMaciejewski--YezhouYang,N,N,N,N,N,N
RossMaciejewski--StephenSYau,N,N,N,N,N,N
RyanMeuth--PituMirchandani,N,N,Y,N,N,N
RyanMeuth--BrianNelson,N,Y,Y,N,N,N
RyanMeuth--RongPan,N,N,N,N,N,N
RyanMeuth--SethuramanPanchanathan,N,N,Y,Y,N,N
RyanMeuth--PaoloPapotti,N,N,Y,N,N,N
RyanMeuth--GiuliaPedrielli,N,N,N,N,N,N
RyanMeuth--FengboRen,N,N,N,N,N,N
RyanMeuth--AndreaWRicha,N,N,Y,N,N,N
RyanMeuth--GeorgeRunger,N,N,N,N,N,N
RyanMeuth--HessamSarjoughian,N,N,N,N,N,N
RyanMeuth--MohamedSarwat,N,N,Y,N,N,N
RyanMeuth--ArunabhaSen,N,N,Y,N,N,N
RyanMeuth--PauloShakarian,N,N,Y,N,N,N
RyanMeuth--AviralShrivastava,N,N,Y,N,N,N
RyanMeuth--DanShunk,N,N,Y,N,N,N
RyanMeuth--VioletSyrotiuk,N,N,N,N,N,N
RyanMeuth--HanghangTong,N,N,N,N,N,N
RyanMeuth--KurtVanLehn,N,Y,Y,N,N,N
RyanMeuth--JReneVillalobos,N,N,Y,N,N,N
RyanMeuth--SarmaVrudhula,N,N,Y,N,N,N
RyanMeuth--ErinWalker,N,Y,N,Y,Y,Y
RyanMeuth--CaroleJeanWu,N,N,Y,N,N,N
RyanMeuth--TeresaWu,N,N,Y,N,N,N
RyanMeuth--GuoliangXue,N,N,N,N,N,N
RyanMeuth--YezhouYang,N,N,N,N,N,N
RyanMeuth--StephenSYau,N,N,N,N,N,N
PituMirchandani--BrianNelson,N,N,Y,N,N,N
PituMirchandani--RongPan,N,Y,Y,N,N,N
PituMirchandani--SethuramanPanchanathan,N,N,Y,N,N,N
PituMirchandani--PaoloPapotti,N,N,N,N,N,N
PituMirchandani--GiuliaPedrielli,N,N,Y,Y,N,N
PituMirchandani--FengboRen,N,N,N,N,N,N
PituMirchandani--AndreaWRicha,N,N,N,N,N,N
PituMirchandani--GeorgeRunger,N,N,N,Y,N,N
PituMirchandani--HessamSarjoughian,N,N,N,N,N,N
PituMirchandani--MohamedSarwat,N,N,Y,N,N,N
PituMirchandani--ArunabhaSen,N,N,N,N,N,N
PituMirchandani--PauloShakarian,N,N,Y,N,N,N
PituMirchandani--AviralShrivastava,N,N,N,N,N,N
PituMirchandani--DanShunk,Y,N,Y,N,N,N
PituMirchandani--VioletSyrotiuk,N,N,Y,N,N,N
PituMirchandani--HanghangTong,N,N,Y,N,N,N
PituMirchandani--KurtVanLehn,N,N,N,N,N,N
PituMirchandani--JReneVillalobos,Y,Y,Y,Y,N,Y
PituMirchandani--SarmaVrudhula,N,N,N,N,N,N
PituMirchandani--ErinWalker,N,N,N,N,N,N
PituMirchandani--CaroleJeanWu,N,N,Y,N,N,N
PituMirchandani--TeresaWu,N,N,N,N,N,N
PituMirchandani--GuoliangXue,N,N,Y,N,N,N
PituMirchandani--YezhouYang,N,N,N,N,N,N
PituMirchandani--StephenSYau,N,N,N,N,N,N
BrianNelson--RongPan,N,N,Y,N,N,N
BrianNelson--SethuramanPanchanathan,N,N,Y,Y,N,N
BrianNelson--PaoloPapotti,N,N,N,N,N,N
BrianNelson--GiuliaPedrielli,N,N,Y,N,N,N
BrianNelson--FengboRen,N,N,N,N,N,N
BrianNelson--AndreaWRicha,N,N,N,N,N,N
BrianNelson--GeorgeRunger,N,N,Y,N,N,N
BrianNelson--HessamSarjoughian,N,N,Y,N,N,N
BrianNelson--MohamedSarwat,N,N,N,N,N,N
BrianNelson--ArunabhaSen,N,N,N,N,N,N
BrianNelson--PauloShakarian,N,N,N,N,N,N
BrianNelson--AviralShrivastava,N,N,Y,N,N,N
BrianNelson--DanShunk,N,N,Y,N,N,N
BrianNelson--VioletSyrotiuk,N,N,N,N,N,N
BrianNelson--HanghangTong,N,N,Y,N,N,N
BrianNelson--KurtVanLehn,Y,Y,N,N,N,N
BrianNelson--JReneVillalobos,N,N,N,N,N,N
BrianNelson--SarmaVrudhula,N,N,N,N,N,N
BrianNelson--ErinWalker,Y,Y,Y,Y,Y,Y
BrianNelson--CaroleJeanWu,N,N,Y,N,N,N
BrianNelson--TeresaWu,N,N,Y,N,N,N
BrianNelson--GuoliangXue,N,N,N,N,N,N
BrianNelson--YezhouYang,N,N,N,N,N,N
BrianNelson--StephenSYau,N,N,N,N,N,N
RongPan--SethuramanPanchanathan,N,N,N,N,N,N
RongPan--PaoloPapotti,N,N,Y,N,N,N
RongPan--GiuliaPedrielli,N,N,N,N,N,N
RongPan--FengboRen,N,N,Y,N,N,N
RongPan--AndreaWRicha,N,N,N,N,N,N
RongPan--GeorgeRunger,N,N,Y,N,N,N
RongPan--HessamSarjoughian,N,N,N,N,N,N
RongPan--MohamedSarwat,N,N,N,N,N,N
RongPan--ArunabhaSen,N,N,Y,N,N,N
RongPan--PauloShakarian,N,N,N,N,N,N
RongPan--AviralShrivastava,N,N,Y,N,N,N
RongPan--DanShunk,Y,N,N,N,N,N
RongPan--VioletSyrotiuk,N,N,N,N,N,N
RongPan--HanghangTong,N,N,Y,N,N,N
RongPan--KurtVanLehn,N,N,Y,N,N,N
RongPan--JReneVillalobos,Y,N,Y,N,N,N
RongPan--SarmaVrudhula,N,N,N,N,N,N
RongPan--ErinWalker,N,N,N,N,N,N
RongPan--CaroleJeanWu,N,N,N,N,N,N
RongPan--TeresaWu,Y,N,Y,N,N,N
RongPan--GuoliangXue,N,N,N,N,N,N
RongPan--YezhouYang,N,N,Y,N,N,N
RongPan--StephenSYau,N,N,N,N,N,N
SethuramanPanchanathan--PaoloPapotti,N,N,N,N,N,N
SethuramanPanchanathan--GiuliaPedrielli,N,N,N,N,N,N
SethuramanPanchanathan--FengboRen,N,N,Y,N,N,N
SethuramanPanchanathan--AndreaWRicha,N,N,Y,N,N,N
SethuramanPanchanathan--GeorgeRunger,N,N,N,N,N,N
SethuramanPanchanathan--HessamSarjoughian,N,N,Y,N,N,N
SethuramanPanchanathan--MohamedSarwat,N,N,Y,N,N,N
SethuramanPanchanathan--ArunabhaSen,N,N,N,N,N,N
SethuramanPanchanathan--PauloShakarian,N,N,Y,N,N,N
SethuramanPanchanathan--AviralShrivastava,N,N,N,N,N,N
SethuramanPanchanathan--DanShunk,N,N,N,N,N,N
SethuramanPanchanathan--VioletSyrotiuk,N,N,N,N,N,N
SethuramanPanchanathan--HanghangTong,N,N,N,N,N,N
SethuramanPanchanathan--KurtVanLehn,N,N,Y,Y,N,N
SethuramanPanchanathan--JReneVillalobos,N,N,N,N,N,N
SethuramanPanchanathan--SarmaVrudhula,N,N,N,N,N,N
SethuramanPanchanathan--ErinWalker,N,Y,Y,Y,Y,Y
SethuramanPanchanathan--CaroleJeanWu,N,N,Y,N,N,N
SethuramanPanchanathan--TeresaWu,N,N,Y,N,N,N
SethuramanPanchanathan--GuoliangXue,N,N,N,N,N,N
SethuramanPanchanathan--YezhouYang,N,N,N,N,N,N
SethuramanPanchanathan--StephenSYau,N,N,N,N,N,N
PaoloPapotti--GiuliaPedrielli,N,N,Y,N,N,N
PaoloPapotti--FengboRen,N,N,N,N,N,N
PaoloPapotti--AndreaWRicha,N,N,Y,N,N,N
PaoloPapotti--GeorgeRunger,N,Y,Y,N,N,N
PaoloPapotti--HessamSarjoughian,N,N,Y,N,N,N
PaoloPapotti--MohamedSarwat,Y,Y,Y,N,N,Y
PaoloPapotti--ArunabhaSen,N,N,Y,N,N,N
PaoloPapotti--PauloShakarian,Y,N,N,N,N,N
PaoloPapotti--AviralShrivastava,N,N,N,N,N,N
PaoloPapotti--DanShunk,N,N,Y,N,N,N
PaoloPapotti--VioletSyrotiuk,N,N,Y,N,N,N
PaoloPapotti--HanghangTong,Y,Y,Y,N,N,Y
PaoloPapotti--KurtVanLehn,N,N,N,N,N,N
PaoloPapotti--JReneVillalobos,N,N,Y,N,N,N
PaoloPapotti--SarmaVrudhula,N,N,Y,N,N,N
PaoloPapotti--ErinWalker,N,N,N,N,N,N
PaoloPapotti--CaroleJeanWu,N,N,N,N,N,N
PaoloPapotti--TeresaWu,N,N,N,N,N,N
PaoloPapotti--GuoliangXue,N,N,N,N,N,N
PaoloPapotti--YezhouYang,N,N,N,N,N,N
PaoloPapotti--StephenSYau,N,N,N,N,N,N
GiuliaPedrielli--FengboRen,N,N,N,N,N,N
GiuliaPedrielli--AndreaWRicha,N,N,Y,N,N,N
GiuliaPedrielli--GeorgeRunger,N,N,N,Y,N,N
GiuliaPedrielli--HessamSarjoughian,N,N,N,N,N,N
GiuliaPedrielli--MohamedSarwat,N,N,Y,N,N,N
GiuliaPedrielli--ArunabhaSen,N,N,N,N,N,N
GiuliaPedrielli--PauloShakarian,N,N,N,N,N,N
GiuliaPedrielli--AviralShrivastava,N,N,N,N,N,N
GiuliaPedrielli--DanShunk,N,N,Y,N,N,N
GiuliaPedrielli--VioletSyrotiuk,N,N,N,N,N,N
GiuliaPedrielli--HanghangTong,N,N,N,N,N,N
GiuliaPedrielli--KurtVanLehn,N,N,Y,N,Y,N
GiuliaPedrielli--JReneVillalobos,N,N,Y,Y,N,N
GiuliaPedrielli--SarmaVrudhula,N,N,Y,N,N,N
GiuliaPedrielli--ErinWalker,N,N,N,N,Y,N
GiuliaPedrielli--CaroleJeanWu,N,N,N,N,N,N
GiuliaPedrielli--TeresaWu,N,N,N,N,N,N
GiuliaPedrielli--GuoliangXue,N,N,Y,N,N,N
GiuliaPedrielli--YezhouYang,Y,N,N,N,N,N
GiuliaPedrielli--StephenSYau,N,N,N,N,N,N
FengboRen--AndreaWRicha,N,N,N,N,N,N
FengboRen--GeorgeRunger,N,N,Y,N,N,N
FengboRen--HessamSarjoughian,N,N,Y,N,N,N
FengboRen--MohamedSarwat,N,N,N,N,N,N
FengboRen--ArunabhaSen,N,N,N,N,N,N
FengboRen--PauloShakarian,N,N,Y,N,N,N
FengboRen--AviralShrivastava,Y,N,N,N,Y,N
FengboRen--DanShunk,N,N,Y,N,N,N
FengboRen--VioletSyrotiuk,N,N,N,N,N,N
FengboRen--HanghangTong,N,Y,Y,N,N,N
FengboRen--KurtVanLehn,N,N,N,N,N,N
FengboRen--JReneVillalobos,N,N,N,N,N,N
FengboRen--SarmaVrudhula,Y,N,Y,N,Y,Y
FengboRen--ErinWalker,N,N,N,N,N,N
FengboRen--CaroleJeanWu,Y,N,Y,N,N,N
FengboRen--TeresaWu,N,N,Y,N,N,N
FengboRen--GuoliangXue,N,N,N,N,N,N
FengboRen--YezhouYang,N,N,N,N,N,N
FengboRen--StephenSYau,N,N,N,N,N,N
AndreaWRicha--GeorgeRunger,N,N,N,N,N,N
AndreaWRicha--HessamSarjoughian,N,N,N,N,N,N
AndreaWRicha--MohamedSarwat,N,N,Y,N,N,N
AndreaWRicha--ArunabhaSen,Y,N,Y,N,Y,Y
AndreaWRicha--PauloShakarian,N,N,N,N,N,N
AndreaWRicha--AviralShrivastava,N,N,N,N,N,N
AndreaWRicha--DanShunk,N,N,Y,N,N,N
AndreaWRicha--VioletSyrotiuk,Y,N,Y,N,N,N
AndreaWRicha--HanghangTong,N,N,Y,N,N,N
AndreaWRicha--KurtVanLehn,N,N,N,N,N,N
AndreaWRicha--JReneVillalobos,Y,N,N,N,N,N
AndreaWRicha--SarmaVrudhula,N,N,N,N,N,N
AndreaWRicha--ErinWalker,N,N,N,N,N,N
AndreaWRicha--CaroleJeanWu,N,N,N,N,N,N
AndreaWRicha--TeresaWu,N,N,Y,N,N,N
AndreaWRicha--GuoliangXue,N,N,Y,N,N,N
AndreaWRicha--YezhouYang,N,N,N,N,N,N
AndreaWRicha--StephenSYau,N,N,N,N,N,N
GeorgeRunger--HessamSarjoughian,N,N,Y,N,N,N
GeorgeRunger--MohamedSarwat,N,Y,Y,N,N,N
GeorgeRunger--ArunabhaSen,N,N,N,N,N,N
GeorgeRunger--PauloShakarian,N,N,Y,N,N,N
GeorgeRunger--AviralShrivastava,N,N,Y,N,N,N
GeorgeRunger--DanShunk,N,N,Y,N,N,N
GeorgeRunger--VioletSyrotiuk,N,N,N,N,N,N
GeorgeRunger--HanghangTong,Y,Y,Y,Y,Y,Y
GeorgeRunger--KurtVanLehn,N,N,N,N,N,N
GeorgeRunger--JReneVillalobos,N,N,Y,N,N,N
GeorgeRunger--SarmaVrudhula,N,N,Y,N,N,N
GeorgeRunger--ErinWalker,N,N,N,N,N,N
GeorgeRunger--CaroleJeanWu,N,N,N,N,N,N
GeorgeRunger--TeresaWu,N,N,Y,N,N,N
GeorgeRunger--GuoliangXue,N,N,N,N,N,N
GeorgeRunger--YezhouYang,N,N,N,N,N,N
GeorgeRunger--StephenSYau,N,N,N,N,N,N
HessamSarjoughian--MohamedSarwat,N,N,N,N,N,N
HessamSarjoughian--ArunabhaSen,N,N,N,N,N,N
HessamSarjoughian--PauloShakarian,N,N,Y,N,N,N
HessamSarjoughian--AviralShrivastava,N,N,N,N,N,N
HessamSarjoughian--DanShunk,N,N,Y,N,N,N
HessamSarjoughian--VioletSyrotiuk,N,N,Y,N,N,N
HessamSarjoughian--HanghangTong,N,N,Y,N,N,N
HessamSarjoughian--KurtVanLehn,N,N,N,N,N,N
HessamSarjoughian--JReneVillalobos,N,N,N,N,N,N
HessamSarjoughian--SarmaVrudhula,N,N,Y,N,N,N
HessamSarjoughian--ErinWalker,N,N,N,N,N,N
HessamSarjoughian--CaroleJeanWu,N,N,N,N,N,N
HessamSarjoughian--TeresaWu,N,N,N,N,N,N
HessamSarjoughian--GuoliangXue,N,N,N,N,N,N
HessamSarjoughian--YezhouYang,N,N,N,N,N,N
HessamSarjoughian--StephenSYau,Y,N,N,N,N,N
MohamedSarwat--ArunabhaSen,N,N,Y,N,N,N
MohamedSarwat--PauloShakarian,Y,N,N,N,N,N
MohamedSarwat--AviralShrivastava,N,N,Y,N,N,N
MohamedSarwat--DanShunk,N,N,N,N,N,N
MohamedSarwat--VioletSyrotiuk,N,N,Y,N,N,N
MohamedSarwat--HanghangTong,Y,N,Y,N,N,N
MohamedSarwat--KurtVanLehn,N,N,Y,N,N,N
MohamedSarwat--JReneVillalobos,N,N,N,N,N,N
MohamedSarwat--SarmaVrudhula,N,N,N,N,N,N
MohamedSarwat--ErinWalker,N,N,N,N,N,N
MohamedSarwat--CaroleJeanWu,N,N,Y,N,N,N
MohamedSarwat--TeresaWu,N,N,Y,N,N,N
MohamedSarwat--GuoliangXue,N,N,N,N,N,N
MohamedSarwat--YezhouYang,N,N,Y,N,N,N
MohamedSarwat--StephenSYau,N,N,Y,N,N,N
ArunabhaSen--PauloShakarian,N,N,N,N,N,N
ArunabhaSen--AviralShrivastava,N,N,Y,N,N,N
ArunabhaSen--DanShunk,N,N,Y,N,N,N
ArunabhaSen--VioletSyrotiuk,N,Y,Y,Y,Y,Y
ArunabhaSen--HanghangTong,N,N,N,N,N,N
ArunabhaSen--KurtVanLehn,N,N,N,N,N,N
ArunabhaSen--JReneVillalobos,N,N,N,N,N,N
ArunabhaSen--SarmaVrudhula,N,N,Y,N,Y,N
ArunabhaSen--ErinWalker,N,N,Y,N,N,N
ArunabhaSen--CaroleJeanWu,N,N,Y,N,N,N
ArunabhaSen--TeresaWu,N,N,N,N,N,N
ArunabhaSen--GuoliangXue,Y,N,N,N,N,N
ArunabhaSen--YezhouYang,N,N,N,N,N,N
ArunabhaSen--StephenSYau,N,N,N,N,N,N
PauloShakarian--AviralShrivastava,N,N,N,N,N,N
PauloShakarian--DanShunk,N,N,Y,N,N,N
PauloShakarian--VioletSyrotiuk,N,N,Y,N,N,N
PauloShakarian--HanghangTong,Y,Y,N,N,Y,Y
PauloShakarian--KurtVanLehn,N,N,Y,N,Y,N
PauloShakarian--JReneVillalobos,N,N,N,N,N,N
PauloShakarian--SarmaVrudhula,N,N,Y,N,N,N
PauloShakarian--ErinWalker,N,N,Y,N,N,N
PauloShakarian--CaroleJeanWu,N,N,Y,N,N,N
PauloShakarian--TeresaWu,N,N,N,N,N,N
PauloShakarian--GuoliangXue,N,Y,N,N,N,N
PauloShakarian--YezhouYang,N,N,N,N,N,N
PauloShakarian--StephenSYau,N,N,N,Y,Y,N
AviralShrivastava--DanShunk,N,N,Y,N,N,N
AviralShrivastava--VioletSyrotiuk,N,N,N,N,N,N
AviralShrivastava--HanghangTong,N,N,Y,N,N,N
AviralShrivastava--KurtVanLehn,N,N,Y,N,N,N
AviralShrivastava--JReneVillalobos,N,N,N,N,N,N
AviralShrivastava--SarmaVrudhula,Y,Y,N,Y,N,Y
AviralShrivastava--ErinWalker,N,N,N,N,N,N
AviralShrivastava--CaroleJeanWu,Y,Y,Y,N,Y,Y
AviralShrivastava--TeresaWu,N,N,Y,N,N,N
AviralShrivastava--GuoliangXue,N,N,N,N,N,N
AviralShrivastava--YezhouYang,N,N,N,N,N,N
AviralShrivastava--StephenSYau,N,N,N,N,N,N
DanShunk--VioletSyrotiuk,N,N,N,N,N,N
DanShunk--HanghangTong,N,N,N,N,N,N
DanShunk--KurtVanLehn,N,N,Y,N,N,N
DanShunk--JReneVillalobos,Y,N,N,Y,N,N
DanShunk--SarmaVrudhula,N,N,N,N,N,N
DanShunk--ErinWalker,N,N,Y,N,N,N
DanShunk--CaroleJeanWu,N,N,Y,Y,N,N
DanShunk--TeresaWu,N,N,Y,N,N,N
DanShunk--GuoliangXue,N,N,N,N,N,N
DanShunk--YezhouYang,N,N,N,N,N,N
DanShunk--StephenSYau,N,N,N,N,N,N
VioletSyrotiuk--HanghangTong,N,N,N,N,N,N
VioletSyrotiuk--KurtVanLehn,N,N,Y,N,N,N
VioletSyrotiuk--JReneVillalobos,N,N,Y,N,N,N
VioletSyrotiuk--SarmaVrudhula,N,N,N,N,N,N
VioletSyrotiuk--ErinWalker,N,N,Y,N,N,N
VioletSyrotiuk--CaroleJeanWu,N,N,Y,N,N,N
VioletSyrotiuk--TeresaWu,N,N,N,N,N,N
VioletSyrotiuk--GuoliangXue,Y,Y,N,N,N,N
VioletSyrotiuk--YezhouYang,N,N,N,N,N,N
VioletSyrotiuk--StephenSYau,N,N,N,N,N,N
HanghangTong--KurtVanLehn,N,N,Y,N,N,N
HanghangTong--JReneVillalobos,N,N,N,N,N,N
HanghangTong--SarmaVrudhula,N,N,Y,N,N,N
HanghangTong--ErinWalker,N,N,Y,N,N,N
HanghangTong--CaroleJeanWu,N,N,N,N,N,N
HanghangTong--TeresaWu,N,N,Y,N,N,N
HanghangTong--GuoliangXue,N,N,N,N,Y,N
HanghangTong--YezhouYang,N,N,N,N,N,N
HanghangTong--StephenSYau,N,N,Y,N,N,N
KurtVanLehn--JReneVillalobos,N,N,Y,N,N,N
KurtVanLehn--SarmaVrudhula,N,N,Y,N,N,N
KurtVanLehn--ErinWalker,Y,Y,Y,Y,Y,Y
KurtVanLehn--CaroleJeanWu,N,N,Y,N,N,N
KurtVanLehn--TeresaWu,N,N,Y,N,N,N
KurtVanLehn--GuoliangXue,N,N,N,N,N,N
KurtVanLehn--YezhouYang,N,N,N,N,Y,N
KurtVanLehn--StephenSYau,N,N,Y,N,N,N
JReneVillalobos--SarmaVrudhula,N,N,N,N,N,N
JReneVillalobos--ErinWalker,N,N,N,N,N,N
JReneVillalobos--CaroleJeanWu,N,N,N,N,N,N
JReneVillalobos--TeresaWu,N,N,Y,N,N,N
JReneVillalobos--GuoliangXue,N,N,N,N,N,N
JReneVillalobos--YezhouYang,N,N,N,N,N,N
JReneVillalobos--StephenSYau,N,N,Y,N,N,N
SarmaVrudhula--ErinWalker,N,N,N,N,N,N
SarmaVrudhula--CaroleJeanWu,Y,N,N,N,Y,N
SarmaVrudhula--TeresaWu,N,N,N,N,N,N
SarmaVrudhula--GuoliangXue,N,N,N,N,N,N
SarmaVrudhula--YezhouYang,N,N,N,N,N,N
SarmaVrudhula--StephenSYau,N,N,Y,N,N,N
ErinWalker--CaroleJeanWu,N,N,N,N,N,N
ErinWalker--TeresaWu,N,N,Y,N,N,N
ErinWalker--GuoliangXue,N,N,N,N,N,N
ErinWalker--YezhouYang,N,N,N,N,N,N
ErinWalker--StephenSYau,N,N,Y,N,N,N
CaroleJeanWu--TeresaWu,N,N,N,N,N,N
CaroleJeanWu--GuoliangXue,N,N,N,N,N,N
CaroleJeanWu--YezhouYang,N,N,N,N,N,N
CaroleJeanWu--StephenSYau,N,N,Y,N,N,N
TeresaWu--GuoliangXue,N,N,N,N,N,N
TeresaWu--YezhouYang,N,N,N,N,N,N
TeresaWu--StephenSYau,N,N,Y,N,N,N
GuoliangXue--YezhouYang,N,N,N,N,N,N
GuoliangXue--StephenSYau,N,N,Y,Y,N,N
YezhouYang--StephenSYau,N,N,Y,N,N,N
